"status","path","category","reason","commit_decision","risk","bytes","kind","rc_relation"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/builder-mobile-390x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","43173","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/builder-mobile-390x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","42656","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/builder-tablet-768x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","109286","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/builder-tablet-768x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","110369","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/campaigns-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","136284","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/campaigns-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","135464","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/catalog-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","131615","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/catalog-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","129420","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/clients-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","175923","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/clients-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","174331","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/commercial-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","146753","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/commercial-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","143726","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/contract-detail-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","203405","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/contracts-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","132096","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/contracts-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","130571","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/customer-detail-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","158947","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/customer-detail-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","160327","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/customer-detail-mobile-390x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","55430","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/customer-detail-mobile-390x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","55301","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/customer-detail-tablet-768x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","122680","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/customer-detail-tablet-768x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","124099","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/dashboard-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","139547","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/dashboard-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","137554","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/dashboard-mobile-390x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","51411","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/dashboard-mobile-390x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","49205","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/dashboard-tablet-768x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","113780","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/dashboard-tablet-768x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","112866","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/deadlines-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","93571","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/deadlines-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","93290","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/documents-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","115552","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/documents-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","116708","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/duplicates-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","128862","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/duplicates-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","126517","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/invoices-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","125497","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/invoices-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","123266","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/invoices-mobile-390x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","51498","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/invoices-mobile-390x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","49567","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/invoices-tablet-768x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","114583","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/invoices-tablet-768x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","112765","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/lead-detail-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","69236","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/lead-detail-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","69167","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/lead-detail-mobile-390x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","16431","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/lead-detail-mobile-390x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","16110","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/lead-detail-tablet-768x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","61439","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/lead-detail-tablet-768x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","61696","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/leads-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","219897","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/leads-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","217676","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/login-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","495255","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/login-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","498207","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/login-mobile-390x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","49126","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/login-mobile-390x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","49126","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/login-tablet-768x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","55811","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/login-tablet-768x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","60436","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/notifications-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","137547","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/notifications-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","136525","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/notifications-mobile-390x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","38803","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/notifications-mobile-390x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","37746","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/notifications-tablet-768x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","103205","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/notifications-tablet-768x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","103091","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/order-detail-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","167957","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/order-detail-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","164362","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/order-detail-mobile-390x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","46530","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/order-detail-mobile-390x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","44849","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/order-detail-tablet-768x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","112855","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/order-detail-tablet-768x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","111642","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/order-dialog-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","206557","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/order-select-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","225488","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/orders-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","165213","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/orders-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","159586","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/payments-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","160242","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/payments-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","155863","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/pipeline-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","139562","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/pipeline-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","140200","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/pipeline-mobile-390x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","66177","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/pipeline-mobile-390x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","65947","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/pipeline-tablet-768x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","113106","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/pipeline-tablet-768x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","113597","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/project-detail-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","134017","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/project-detail-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","130771","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/project-detail-mobile-390x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","44227","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/project-detail-mobile-390x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","42610","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/project-detail-tablet-768x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","106671","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/project-detail-tablet-768x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","105962","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/projects-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","186413","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/projects-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","187336","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/quotes-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","97597","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/quotes-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","96695","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/quotes-mobile-390x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","40070","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/quotes-mobile-390x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","39111","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/quotes-tablet-768x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","88899","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/quotes-tablet-768x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","88747","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/renewals-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","132354","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/renewals-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","130820","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/sales-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","163755","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/sales-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","158240","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/settings-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","148050","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/settings-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","149112","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/superadmin-dashboard-desktop-1440x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","337300","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/superadmin-dashboard-desktop-1440x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","335869","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/superadmin-dashboard-mobile-390x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","158610","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/superadmin-dashboard-mobile-390x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","148361","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/superadmin-dashboard-tablet-768x900-dark.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","255938","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/final-rc/superadmin-dashboard-tablet-768x900-light.png","09-visual-screenshots","final RC privacy-safe visual evidence","include-release","low","261133","binary-png","evidence-final"
"!!","docs/design-references/doflow-crm-projects/actual/navigation-commercial-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","45649","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/navigation-mobile.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","34939","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/navigation-projects-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","44839","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/navigation-settings-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","47627","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/navigation-tablet.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","40187","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/operations-files-mobile.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","61840","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/operations-files-tablet.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","153681","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4a-collaboration-project-1440x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","214259","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4a-collaboration-project-390x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","61570","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4a-collaboration-project-768x900.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","110357","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4a-notifications-1440x900-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","150897","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4a-notifications-1440x900-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","148472","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4a-notifications-390x900-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","106902","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4a-notifications-390x900-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","103454","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4a-notifications-768x900-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","144695","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4a-notifications-768x900-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","142784","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4b-access-limited-1440x900-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","177385","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4b-automations-1440x900-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","157039","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4b-mission-390x900-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","47771","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4b-mission-768x900-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","101828","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4b-points-1440x900-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","167024","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4b-rankings-1440x900-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","157289","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4b-rule-editor-1440x900-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","86543","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4b-rules-1440x900-light.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","161152","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4b-run-error-retry-1440x900-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","127373","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/phase4b-runs-1440x900-dark.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","104242","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/project-activities-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","192082","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/project-files-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","156356","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/project-files-global-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","89552","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/project-stages-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","114767","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/project-stages-mobile.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","36998","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/project-stages-tablet.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","104848","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/project-tasks-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","187349","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/project-timeline-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","175377","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/record-panel-v2-activity-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","192082","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/record-panel-v2-administration-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","178186","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/record-panel-v2-files-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","185101","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/record-panel-v2-mobile.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","55269","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/record-panel-v2-overview-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","191952","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/secondary-views-mobile.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","53013","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/secondary-views-tablet.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","81296","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/timeline-activity-mobile.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","51347","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/timeline-activity-tablet.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","142019","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/unified-client-overview-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","179514","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/unified-opportunity-overview-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","174674","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/unified-project-overview-desktop.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","191952","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/unified-record-panel-mobile.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","55269","binary-png","intermediate"
"!!","docs/design-references/doflow-crm-projects/actual/unified-record-panel-tablet.png","09-visual-screenshots","intermediate or duplicate visual evidence","excluded-intermediate","low","142019","binary-png","intermediate"
"M","docs/design-references/doflow-crm-projects/VISUAL_ACCEPTANCE.md","08-documentation","release candidate replacement","include-release","low","10027","text","direct"
"??","docs/doflow-browser-session-contract.md","08-documentation","release candidate replacement","include-release","low","4688","text","direct"
